,Transaction ID,Date of Travel,Company,City,KM Travelled,Price Charged,Cost of Trip,Customer ID,Payment_Mode,Customer_gender,Customer_age,Income (USD/Month)
245,10000388,08-01-2086,Yellow Cab,ATLANTA GA,46.02,1540.61,596.4192,29039,Card,Male,35,17761
246,10000389,08-01-2086,Yellow Cab,ATLANTA GA,9.63,319.43,120.1824,28102,Card,Male,39,14181
247,10000390,06-01-2086,Yellow Cab,ATLANTA GA,36.3,1036.84,435.6,29494,Card,Male,28,5644
248,10000391,10-01-2086,Yellow Cab,ATLANTA GA,38.08,1239.72,539.2128,27891,Cash,Male,24,14593
249,10000392,03-01-2086,Yellow Cab,ATLANTA GA,27.37,976.37,394.128,29651,Card,Male,23,2175
250,10000393,04-01-2086,Yellow Cab,ATLANTA GA,2.14,76.6,29.7888,27440,Cash,Male,24,20462
251,10000394,12-01-2086,Yellow Cab,ATLANTA GA,15.0,483.73,198.0,29599,Cash,Male,27,12948
252,10000395,04-01-2086,Yellow Cab,ATLANTA GA,11.44,360.49,142.7712,27228,Cash,Male,24,15170
253,10000396,04-01-2086,Yellow Cab,ATLANTA GA,24.75,924.94,305.91,27705,Card,Male,61,5002
254,10000397,09-01-2086,Yellow Cab,ATLANTA GA,18.9,609.5,267.624,29009,Card,Male,28,15771
255,10000398,03-01-2086,Yellow Cab,ATLANTA GA,38.85,1430.64,545.454,29558,Cash,Male,27,9555
256,10000399,07-01-2086,Yellow Cab,ATLANTA GA,18.81,618.15,243.7776,27092,Cash,Male,32,9572
257,10000400,08-01-2086,Yellow Cab,ATLANTA GA,17.1,556.7,227.772,29443,Cash,Male,46,2641
258,10000401,10-01-2086,Yellow Cab,ATLANTA GA,10.8,308.48,147.744,28932,Card,Male,40,21303
259,10000402,03-01-2086,Yellow Cab,ATLANTA GA,21.8,709.85,287.76,29559,Card,Male,20,2571
260,10000403,08-01-2086,Yellow Cab,ATLANTA GA,23.31,701.6,321.678,27749,Card,Male,19,13576
261,10000404,04-01-2086,Yellow Cab,ATLANTA GA,18.9,732.91,263.088,29675,Card,Male,27,22560
262,10000405,07-01-2086,Yellow Cab,ATLANTA GA,40.95,1157.08,530.712,29159,Card,Male,35,23267
263,10000406,07-01-2086,Yellow Cab,ATLANTA GA,11.88,361.22,151.1136,28115,Card,Male,62,12759
264,10000407,12-01-2086,Yellow Cab,ATLANTA GA,25.65,756.27,366.282,28137,Card,Male,36,10164
265,10000408,04-01-2086,Yellow Cab,AUSTIN TX,33.32,1050.1,411.8352,33771,Card,Male,31,23347
266,10000409,07-01-2086,Yellow Cab,AUSTIN TX,26.73,846.41,349.6284,35061,Card,Male,60,23386
267,10000410,05-01-2086,Yellow Cab,AUSTIN TX,15.82,464.51,220.2144,33730,Card,Male,18,18347
268,10000411,04-01-2086,Yellow Cab,AUSTIN TX,22.68,731.88,318.4272,33676,Card,Male,27,11312
269,10000412,11-01-2086,Yellow Cab,AUSTIN TX,33.33,978.64,451.9548,34040,Card,Male,60,28973
270,10000413,13-01-2086,Yellow Cab,BOSTON MA,19.04,330.16,267.3216,57195,Card,Male,36,24487
271,10000414,11-01-2086,Yellow Cab,BOSTON MA,31.2,620.74,438.048,59288,Cash,Male,56,11798
272,10000445,10-01-2086,Yellow Cab,BOSTON MA,21.56,409.27,294.9408,59288,Card,Male,56,11798
273,10000415,03-01-2086,Yellow Cab,BOSTON MA,32.64,667.26,442.5984,57824,Card,Male,54,16714
274,10000416,11-01-2086,Yellow Cab,BOSTON MA,13.08,231.58,188.352,59580,Card,Male,19,8104
275,10000417,12-01-2086,Yellow Cab,BOSTON MA,29.7,558.37,416.988,57825,Card,Male,33,12736
276,10000418,03-01-2086,Yellow Cab,BOSTON MA,38.08,802.32,507.2256,59807,Card,Male,39,7465
277,10000419,09-01-2086,Yellow Cab,BOSTON MA,36.36,703.49,436.32,57102,Card,Male,32,17384
278,10000420,10-01-2086,Yellow Cab,BOSTON MA,14.0,281.09,171.36,59062,Cash,Male,23,18679
279,10000421,09-01-2086,Yellow Cab,BOSTON MA,38.22,697.62,499.9176,57874,Cash,Male,29,23489
280,10000422,10-01-2086,Yellow Cab,BOSTON MA,31.31,605.78,420.8064,59419,Card,Male,18,12819
281,10000423,09-01-2086,Yellow Cab,BOSTON MA,28.42,487.62,385.3752,57990,Card,Male,57,8992
282,10000424,04-01-2086,Yellow Cab,BOSTON MA,17.44,373.78,246.9504,59588,Card,Male,20,5136
283,10000425,04-01-2086,Yellow Cab,BOSTON MA,19.04,400.91,253.6128,58056,Card,Male,59,15680
284,10000426,10-01-2086,Yellow Cab,BOSTON MA,6.24,119.59,89.1072,59272,Card,Male,38,34968
285,10000427,07-01-2086,Yellow Cab,BOSTON MA,2.16,39.03,26.9568,57854,Card,Male,65,5477
286,10000428,10-01-2086,Yellow Cab,BOSTON MA,41.76,769.86,591.3216,58656,Card,Male,51,20735
287,10000429,03-01-2086,Yellow Cab,BOSTON MA,15.15,342.62,205.434,57474,Card,Male,34,16558
288,10000430,12-01-2086,Yellow Cab,BOSTON MA,39.59,794.89,551.0928,58500,Card,Male,22,11869
289,10000431,04-01-2086,Yellow Cab,BOSTON MA,10.44,249.25,150.336,58838,Card,Male,27,14257
290,10000432,07-01-2086,Yellow Cab,BOSTON MA,22.54,390.85,302.9376,59310,Cash,Male,38,15387
291,10000433,04-01-2086,Yellow Cab,BOSTON MA,6.3,130.08,83.916,58665,Cash,Male,22,6332
292,10000434,03-01-2086,Yellow Cab,BOSTON MA,45.24,971.09,564.5952,59961,Card,Male,61,12377
293,10000435,04-01-2086,Yellow Cab,BOSTON MA,25.48,588.33,345.5088,58742,Cash,Male,24,4884
294,10000436,09-01-2086,Yellow Cab,BOSTON MA,18.0,328.55,241.92,59793,Cash,Male,28,4666
295,10000437,04-01-2086,Yellow Cab,BOSTON MA,43.29,908.69,524.6748,59825,Cash,Male,47,7434
296,10000438,12-01-2086,Yellow Cab,BOSTON MA,16.1,267.42,195.132,57691,Cash,Male,20,17247
297,10000439,07-01-2086,Yellow Cab,BOSTON MA,20.71,389.36,295.7388,57758,Cash,Male,52,12831
298,10000440,08-01-2086,Yellow Cab,BOSTON MA,46.41,770.87,584.766,58476,Cash,Male,59,19346
299,10000441,03-01-2086,Yellow Cab,BOSTON MA,13.26,289.18,159.12,57180,Card,Male,21,16256
300,10000442,05-01-2086,Yellow Cab,BOSTON MA,17.12,306.24,219.8208,57153,Card,Male,25,18975
301,10000443,04-01-2086,Yellow Cab,BOSTON MA,2.88,58.93,39.3984,59838,Card,Male,32,30467
302,10000444,03-01-2086,Yellow Cab,BOSTON MA,29.45,659.68,413.478,59301,Cash,Male,58,29692
303,10000446,04-01-2086,Yellow Cab,BOSTON MA,20.16,412.5,273.3696,57911,Card,Male,34,24656
304,10000447,08-01-2086,Yellow Cab,BOSTON MA,30.24,518.85,402.7968,58805,Card,Male,33,3550
305,10000448,10-01-2086,Yellow Cab,BOSTON MA,38.0,721.35,515.28,58773,Cash,Male,30,30859
306,10000449,11-01-2086,Yellow Cab,BOSTON MA,29.25,587.28,393.12,59006,Card,Male,19,16321
307,10000450,10-01-2086,Yellow Cab,BOSTON MA,40.8,796.84,499.392,59255,Cash,Male,31,16847
308,10000451,10-01-2086,Yellow Cab,BOSTON MA,13.52,256.65,168.7296,57060,Card,Male,63,22741
309,10000452,10-01-2086,Yellow Cab,BOSTON MA,20.4,383.53,266.832,57947,Card,Male,21,12866
310,10000453,07-01-2086,Yellow Cab,BOSTON MA,22.0,433.69,271.92,58434,Cash,Male,29,29874
311,10000454,03-01-2086,Yellow Cab,BOSTON MA,7.91,171.81,106.3104,58945,Cash,Male,31,5853
312,10000455,11-01-2086,Yellow Cab,BOSTON MA,9.9,196.97,130.68,57622,Cash,Male,28,25756
313,10000456,07-01-2086,Yellow Cab,BOSTON MA,24.72,433.16,299.6064,57234,Card,Male,35,33282
314,10001817,10-01-2086,Yellow Cab,BOSTON MA,3.18,61.31,42.3576,57234,Card,Male,35,33282
315,10000457,10-01-2086,Yellow Cab,BOSTON MA,40.8,670.24,528.768,58480,Card,Male,25,22925
316,10000458,13-01-2086,Yellow Cab,BOSTON MA,40.25,690.59,560.28,58898,Card,Male,46,11881
317,10000459,04-01-2086,Yellow Cab,BOSTON MA,23.1,523.68,291.06,59824,Cash,Male,18,7809
318,10000460,08-01-2086,Yellow Cab,BOSTON MA,37.29,633.0,451.9548,58951,Card,Male,24,2698
319,10000461,03-01-2086,Yellow Cab,BOSTON MA,34.68,691.24,491.0688,57222,Cash,Male,38,17669
320,10000462,12-01-2086,Yellow Cab,BOSTON MA,23.0,461.8,303.6,59896,Cash,Male,36,19514
321,10000463,09-01-2086,Yellow Cab,BOSTON MA,3.03,55.86,41.0868,58888,Card,Male,34,14889
322,10000464,12-01-2086,Yellow Cab,BOSTON MA,9.5,189.01,126.54,57661,Card,Male,30,13403
323,10000465,04-01-2086,Yellow Cab,BOSTON MA,26.18,573.43,355.0008,59144,Card,Male,46,13079
324,10000466,08-01-2086,Yellow Cab,BOSTON MA,11.5,203.61,144.9,59367,Card,Male,19,21656
325,10000467,10-01-2086,Yellow Cab,BOSTON MA,19.98,397.51,258.9408,57812,Card,Male,24,24415
326,10000468,03-01-2086,Yellow Cab,CHICAGO IL,27.3,583.42,383.292,4269,Cash,Male,61,19370
327,10000469,04-01-2086,Yellow Cab,CHICAGO IL,11.3,261.9,150.516,3059,Card,Male,39,12233
328,10000470,04-01-2086,Yellow Cab,CHICAGO IL,16.16,352.9,215.2512,5679,Card,Male,41,3023
329,10001914,18-01-2086,Yellow Cab,CHICAGO IL,16.52,331.65,208.152,5679,Card,Male,41,3023
330,10000471,05-01-2086,Yellow Cab,CHICAGO IL,34.68,664.33,499.392,3617,Card,Male,34,18886
331,10000472,04-01-2086,Yellow Cab,CHICAGO IL,35.64,847.57,470.448,5402,Cash,Male,32,17109
332,10000473,06-01-2086,Yellow Cab,CHICAGO IL,40.8,773.42,533.664,4118,Card,Male,32,14390
333,10000474,04-01-2086,Yellow Cab,CHICAGO IL,13.68,270.24,175.6512,3066,Cash,Male,35,16730
334,10000475,04-01-2086,Yellow Cab,CHICAGO IL,19.38,470.01,241.8624,4408,Card,Male,20,24508
335,10000476,07-01-2086,Yellow Cab,CHICAGO IL,32.4,614.19,427.68,3836,Card,Male,25,24757
336,10000477,07-01-2086,Yellow Cab,CHICAGO IL,39.0,754.86,547.56,3243,Card,Male,24,11661
337,10000478,07-01-2086,Yellow Cab,CHICAGO IL,33.66,604.49,464.508,4678,Card,Male,41,33706
338,10000479,03-01-2086,Yellow Cab,CHICAGO IL,29.0,659.68,358.44,5882,Card,Male,45,16380
339,10000480,12-01-2086,Yellow Cab,CHICAGO IL,35.31,718.67,466.092,5359,Card,Male,40,13359
340,10000481,03-01-2086,Yellow Cab,CHICAGO IL,5.35,126.57,68.052,3167,Card,Male,20,34838
341,10000482,07-01-2086,Yellow Cab,CHICAGO IL,27.55,582.72,337.212,3408,Card,Male,35,13421
342,10000483,03-01-2086,Yellow Cab,CHICAGO IL,17.55,427.59,223.236,5249,Cash,Male,37,22551
343,10000484,07-01-2086,Yellow Cab,CHICAGO IL,23.76,497.82,322.1856,5092,Card,Male,51,23767
344,10000485,04-01-2086,Yellow Cab,CHICAGO IL,9.45,194.3,129.276,4581,Card,Male,34,22611
345,10000486,03-01-2086,Yellow Cab,CHICAGO IL,41.8,944.35,526.68,5438,Card,Male,32,6295
346,10000487,12-01-2086,Yellow Cab,CHICAGO IL,34.24,744.72,456.0768,4820,Card,Male,29,8613
347,10000622,07-01-2086,Yellow Cab,CHICAGO IL,26.6,504.24,338.352,4820,Cash,Male,29,8613
348,10000488,03-01-2086,Yellow Cab,CHICAGO IL,4.6,102.9,65.688,5822,Cash,Male,41,3032
349,10000489,07-01-2086,Yellow Cab,CHICAGO IL,35.2,709.41,502.656,3110,Card,Male,19,8485
350,10000490,03-01-2086,Yellow Cab,CHICAGO IL,29.5,625.14,368.16,4192,Card,Male,30,19809
351,10000491,12-01-2086,Yellow Cab,CHICAGO IL,17.12,365.53,221.8752,5970,Card,Male,21,9380
352,10000492,03-01-2086,Yellow Cab,CHICAGO IL,36.0,883.93,492.48,5993,Card,Male,50,14405
353,10000493,09-01-2086,Yellow Cab,CHICAGO IL,2.22,41.64,30.636,3363,Card,Male,31,23320
354,10000600,03-01-2086,Yellow Cab,CHICAGO IL,23.75,531.25,336.3,3363,Cash,Male,31,23320
355,10000494,04-01-2086,Yellow Cab,CHICAGO IL,13.92,298.98,167.04,4439,Card,Male,18,28001
356,10000495,08-01-2086,Yellow Cab,CHICAGO IL,29.12,615.93,380.8896,5077,Card,Male,36,4443
357,10000496,07-01-2086,Yellow Cab,CHICAGO IL,4.6,84.45,55.752,3750,Cash,Male,30,18854
358,10000497,07-01-2086,Yellow Cab,CHICAGO IL,16.05,342.68,204.156,5031,Card,Male,55,12981
359,10000498,07-01-2086,Yellow Cab,CHICAGO IL,32.64,716.43,419.0976,5161,Card,Male,23,10012
360,10000499,07-01-2086,Yellow Cab,CHICAGO IL,18.62,352.97,254.7216,5773,Card,Male,33,26038
361,10000500,09-01-2086,Yellow Cab,CHICAGO IL,10.45,191.84,142.956,5816,Card,Male,19,14849
362,10000501,08-01-2086,Yellow Cab,CHICAGO IL,9.18,194.17,129.9888,3295,Cash,Male,53,22999
363,10000502,05-01-2086,Yellow Cab,CHICAGO IL,6.42,137.07,89.3664,3664,Card,Male,30,8900
364,10000503,04-01-2086,Yellow Cab,CHICAGO IL,18.54,417.3,266.976,4615,Cash,Male,31,2042
365,10000504,09-01-2086,Yellow Cab,CHICAGO IL,3.21,64.69,43.1424,4772,Card,Male,35,12641
366,10000505,06-01-2086,Yellow Cab,CHICAGO IL,44.46,798.44,560.196,4802,Card,Male,33,27306
367,10000506,10-01-2086,Yellow Cab,CHICAGO IL,15.3,317.51,183.6,3020,Card,Male,49,6602
368,10000507,07-01-2086,Yellow Cab,CHICAGO IL,4.52,99.21,61.2912,5067,Card,Male,34,4604
369,10000513,08-01-2086,Yellow Cab,CHICAGO IL,27.72,497.82,382.536,5067,Card,Male,34,4604
370,10000508,05-01-2086,Yellow Cab,CHICAGO IL,14.28,313.44,178.2144,3778,Cash,Male,31,12755
371,10000650,03-01-2086,Yellow Cab,CHICAGO IL,40.66,1005.24,522.0744,3778,Card,Male,31,12755
372,10000509,11-01-2086,Yellow Cab,CHICAGO IL,9.6,197.31,120.96,4924,Card,Male,47,4895
373,10000510,06-01-2086,Yellow Cab,CHICAGO IL,36.04,711.96,501.6768,4710,Cash,Male,40,3893
374,10001909,10-01-2086,Yellow Cab,CHICAGO IL,3.36,91.25,43.9488,4710,Cash,Male,40,3893
375,10000511,03-01-2086,Yellow Cab,CHICAGO IL,24.48,617.24,331.9488,3597,Card,Male,37,8526
376,10000512,04-01-2086,Yellow Cab,CHICAGO IL,26.4,659.49,342.144,3718,Card,Male,19,11702
377,10000514,11-01-2086,Yellow Cab,CHICAGO IL,4.12,77.28,56.856,5322,Card,Male,32,16284
378,10000515,12-01-2086,Yellow Cab,CHICAGO IL,28.35,509.13,357.21,5806,Card,Male,34,21493
379,10000516,03-01-2086,Yellow Cab,CHICAGO IL,4.72,105.79,62.8704,5803,Card,Male,54,4964
380,10000517,12-01-2086,Yellow Cab,CHICAGO IL,4.72,86.65,60.6048,4413,Cash,Male,43,11459
381,10000518,08-01-2086,Yellow Cab,CHICAGO IL,33.06,719.05,472.0968,5704,Card,Male,32,23540
382,10000519,03-01-2086,Yellow Cab,CHICAGO IL,13.92,327.23,185.4144,4429,Cash,Male,20,23387
383,10000520,08-01-2086,Yellow Cab,CHICAGO IL,18.53,347.56,222.36,5633,Card,Male,49,23206
384,10000521,07-01-2086,Yellow Cab,CHICAGO IL,39.2,743.09,512.736,4712,Cash,Male,35,3718
385,10000522,10-01-2086,Yellow Cab,CHICAGO IL,39.55,773.4,484.092,3496,Card,Male,32,14773
386,10000523,10-01-2086,Yellow Cab,CHICAGO IL,15.26,322.77,192.276,3080,Card,Male,39,6142
387,10000524,09-01-2086,Yellow Cab,CHICAGO IL,35.35,761.81,462.378,4856,Card,Male,35,15138
388,10000525,03-01-2086,Yellow Cab,CHICAGO IL,2.18,51.47,26.4216,4551,Cash,Male,19,6316
389,10000526,03-01-2086,Yellow Cab,CHICAGO IL,16.8,397.98,205.632,3820,Card,Male,39,18836
390,10000527,07-01-2086,Yellow Cab,CHICAGO IL,19.38,375.11,239.5368,5285,Card,Male,42,12023
391,10000528,03-01-2086,Yellow Cab,CHICAGO IL,34.56,746.85,427.1616,5728,Cash,Male,19,2827
392,10000529,04-01-2086,Yellow Cab,CHICAGO IL,38.85,798.78,475.524,5682,Cash,Male,48,23694
393,10000530,08-01-2086,Yellow Cab,CHICAGO IL,6.79,126.0,84.7392,3487,Card,Male,29,18874
394,10000531,08-01-2086,Yellow Cab,CHICAGO IL,19.95,414.01,282.492,3377,Card,Male,58,12588
395,10000532,08-01-2086,Yellow Cab,CHICAGO IL,26.22,575.52,333.5184,4671,Cash,Male,26,7570
396,10000586,08-01-2086,Yellow Cab,CHICAGO IL,4.16,88.82,57.9072,4671,Cash,Male,26,7570
397,10000533,11-01-2086,Yellow Cab,CHICAGO IL,28.42,538.74,361.5024,5203,Cash,Male,26,9153
398,10000534,08-01-2086,Yellow Cab,CHICAGO IL,19.8,422.75,242.352,5268,Cash,Male,25,2062
399,10000535,09-01-2086,Yellow Cab,CHICAGO IL,32.2,610.4,386.4,3552,Cash,Male,34,24381
400,10000536,09-01-2086,Yellow Cab,CHICAGO IL,22.6,446.45,273.912,5523,Card,Male,35,9888
401,10000537,12-01-2086,Yellow Cab,CHICAGO IL,8.4,152.53,111.888,5329,Card,Male,24,16316
402,10000538,10-01-2086,Yellow Cab,CHICAGO IL,21.28,441.61,280.896,4866,Card,Male,18,28443
403,10000539,10-01-2086,Yellow Cab,CHICAGO IL,3.57,71.24,47.9808,5957,Card,Male,28,3478
404,10000540,04-01-2086,Yellow Cab,CHICAGO IL,13.92,293.32,187.0848,4448,Card,Male,19,19744
405,10001947,11-01-2086,Yellow Cab,CHICAGO IL,20.0,444.16,252.0,4448,Card,Male,19,19744
406,10000541,05-01-2086,Yellow Cab,CHICAGO IL,38.48,721.76,554.112,4740,Cash,Male,57,18703
407,10000542,12-01-2086,Yellow Cab,CHICAGO IL,8.56,184.47,123.264,3322,Card,Male,29,8254
408,10000543,10-01-2086,Yellow Cab,CHICAGO IL,2.24,40.23,30.3744,4425,Cash,Male,22,5057
409,10000544,09-01-2086,Yellow Cab,CHICAGO IL,14.82,316.42,192.0672,5602,Card,Male,23,10403
410,10000545,08-01-2086,Yellow Cab,CHICAGO IL,33.35,618.89,408.204,3194,Card,Male,25,30691
411,10000546,10-01-2086,Yellow Cab,CHICAGO IL,39.78,857.28,529.8696,5354,Card,Male,35,23957
412,10001426,17-01-2086,Pink Cab,CHICAGO IL,18.53,248.77,194.565,5354,Cash,Male,35,23957
413,10000547,11-01-2086,Yellow Cab,CHICAGO IL,37.4,671.66,457.776,4489,Cash,Male,21,32132
414,10000548,07-01-2086,Yellow Cab,CHICAGO IL,6.93,142.43,83.16,3420,Cash,Male,40,13824
415,10000549,07-01-2086,Yellow Cab,CHICAGO IL,38.61,816.65,509.652,4381,Cash,Male,26,24643
416,10000550,08-01-2086,Yellow Cab,CHICAGO IL,11.88,253.65,163.944,5919,Card,Male,30,13174
417,10000551,04-01-2086,Yellow Cab,CHICAGO IL,17.85,421.9,222.768,4447,Cash,Male,65,16440
418,10000618,08-01-2086,Yellow Cab,CHICAGO IL,15.52,284.91,217.9008,4447,Card,Male,65,16440
419,10001926,12-01-2086,Yellow Cab,CHICAGO IL,37.83,871.38,508.4352,4447,Card,Male,65,16440
420,10000552,05-01-2086,Yellow Cab,CHICAGO IL,16.0,328.84,197.76,5922,Card,Male,28,11215
421,10000553,08-01-2086,Yellow Cab,CHICAGO IL,31.35,569.26,432.63,3144,Cash,Male,34,22671
422,10000554,08-01-2086,Yellow Cab,CHICAGO IL,20.7,400.66,280.692,5794,Card,Male,61,23354
423,10000555,09-01-2086,Yellow Cab,CHICAGO IL,11.6,247.67,167.04,4315,Card,Male,30,12947
424,10000556,07-01-2086,Yellow Cab,CHICAGO IL,25.76,483.18,352.3968,4873,Card,Male,62,15253
425,10000557,03-01-2086,Yellow Cab,CHICAGO IL,12.36,287.06,155.736,5581,Card,Male,19,17245
426,10000558,03-01-2086,Yellow Cab,CHICAGO IL,4.12,101.74,54.8784,3703,Cash,Male,35,23352
427,10000559,03-01-2086,Yellow Cab,CHICAGO IL,18.18,401.73,231.2496,4939,Cash,Male,58,15177
428,10000560,03-01-2086,Yellow Cab,CHICAGO IL,18.08,406.95,221.2992,4021,Card,Male,35,30186
429,10000585,09-01-2086,Yellow Cab,CHICAGO IL,14.82,310.51,190.2888,4021,Card,Male,35,30186
430,10000561,07-01-2086,Yellow Cab,CHICAGO IL,20.06,360.25,243.1272,4837,Card,Male,28,4655
431,10000562,12-01-2086,Yellow Cab,CHICAGO IL,29.43,587.25,384.9444,5650,Cash,Male,45,6965
432,10000563,08-01-2086,Yellow Cab,CHICAGO IL,12.48,254.01,167.7312,4243,Cash,Male,37,8978
433,10000564,03-01-2086,Yellow Cab,CHICAGO IL,36.3,761.2,483.516,5867,Card,Male,36,2103
434,10000565,11-01-2086,Yellow Cab,CHICAGO IL,1.94,40.26,24.444,4664,Card,Male,19,17895
435,10000566,13-01-2086,Yellow Cab,CHICAGO IL,2.4,45.5,33.408,5583,Card,Male,27,7417
436,10001986,18-01-2086,Yellow Cab,CHICAGO IL,33.66,718.42,480.6648,5583,Cash,Male,27,7417
437,10000567,09-01-2086,Yellow Cab,CHICAGO IL,40.33,796.7,532.356,5641,Card,Male,42,10027
438,10000568,04-01-2086,Yellow Cab,CHICAGO IL,23.8,523.35,328.44,4184,Card,Male,49,10734
439,10000569,05-01-2086,Yellow Cab,CHICAGO IL,34.68,664.33,499.392,5702,Cash,Male,37,10067
440,10000570,12-01-2086,Yellow Cab,CHICAGO IL,4.28,87.97,60.6048,5217,Cash,Male,60,27530
441,10000571,04-01-2086,Yellow Cab,CHICAGO IL,34.3,774.22,481.572,5515,Card,Male,22,15169
442,10000572,09-01-2086,Yellow Cab,CHICAGO IL,12.74,238.96,175.812,4273,Cash,Male,19,12223
443,10000573,07-01-2086,Yellow Cab,CHICAGO IL,14.7,322.66,204.624,5395,Card,Male,40,8497
444,10000574,08-01-2086,Yellow Cab,CHICAGO IL,32.77,712.75,401.1048,4960,Cash,Male,20,23475
445,10000575,10-01-2086,Yellow Cab,CHICAGO IL,36.8,807.74,503.424,3072,Card,Male,30,21922
446,10000576,04-01-2086,Yellow Cab,CHICAGO IL,21.84,470.66,296.1504,3766,Cash,Male,33,11627
447,10000577,08-01-2086,Yellow Cab,CHICAGO IL,9.28,172.21,119.1552,4319,Card,Male,29,13481
448,10000578,07-01-2086,Yellow Cab,CHICAGO IL,24.24,435.32,343.2384,5368,Cash,Male,24,20096
449,10000579,04-01-2086,Yellow Cab,CHICAGO IL,27.25,681.21,382.59,5551,Cash,Male,32,16217
450,10000580,13-01-2086,Yellow Cab,CHICAGO IL,24.61,456.7,318.9456,4347,Card,Male,41,3981
451,10000581,09-01-2086,Yellow Cab,CHICAGO IL,26.46,533.27,320.6952,3272,Card,Male,49,6972
452,10000582,07-01-2086,Yellow Cab,CHICAGO IL,12.36,241.7,152.7696,4827,Card,Male,38,22329
453,10000583,04-01-2086,Yellow Cab,CHICAGO IL,19.8,431.64,275.616,3104,Card,Male,21,10748
454,10000584,08-01-2086,Yellow Cab,CHICAGO IL,45.2,992.12,574.944,4763,Card,Male,25,14311
455,10001908,11-01-2086,Yellow Cab,CHICAGO IL,35.15,963.48,455.544,4763,Card,Male,25,14311
456,10000587,08-01-2086,Yellow Cab,CHICAGO IL,8.64,163.78,122.3424,4962,Cash,Male,63,11383
457,10000588,03-01-2086,Yellow Cab,CHICAGO IL,12.0,275.99,156.96,5211,Cash,Male,35,10393
458,10000589,10-01-2086,Yellow Cab,CHICAGO IL,13.0,251.62,168.48,4573,Cash,Male,32,22204
459,10000590,09-01-2086,Yellow Cab,CHICAGO IL,11.8,216.62,168.504,4314,Card,Male,56,16340
460,10000591,12-01-2086,Yellow Cab,CHICAGO IL,44.07,791.44,576.4356,3471,Cash,Male,65,3574
461,10000592,03-01-2086,Yellow Cab,CHICAGO IL,9.63,240.1,127.116,4535,Card,Male,39,19199
462,10000593,10-01-2086,Yellow Cab,CHICAGO IL,4.04,81.42,58.176,5017,Cash,Male,25,7445
463,10000594,08-01-2086,Yellow Cab,CHICAGO IL,31.08,558.16,417.7152,4206,Cash,Male,28,6130
464,10000608,09-01-2086,Yellow Cab,CHICAGO IL,4.16,90.48,58.4064,4206,Cash,Male,28,6130
465,10000595,11-01-2086,Yellow Cab,CHICAGO IL,44.84,850.01,634.9344,3853,Cash,Male,18,12259
466,10000596,05-01-2086,Yellow Cab,CHICAGO IL,18.02,384.74,250.8384,4177,Card,Male,26,20345
467,10000597,08-01-2086,Yellow Cab,CHICAGO IL,39.44,724.03,482.7456,3866,Cash,Male,28,19659
468,10000598,10-01-2086,Yellow Cab,CHICAGO IL,15.12,331.88,205.0272,3784,Card,Male,22,14113
469,10000599,04-01-2086,Yellow Cab,CHICAGO IL,11.77,245.78,146.8896,4520,Card,Male,40,23361
470,10000601,07-01-2086,Yellow Cab,CHICAGO IL,35.34,775.7,508.896,5618,Card,Male,36,17782
471,10000602,12-01-2086,Yellow Cab,CHICAGO IL,17.44,323.64,249.0432,3988,Card,Male,32,18601
472,10000603,10-01-2086,Yellow Cab,CHICAGO IL,7.98,160.83,97.6752,4822,Card,Male,31,6973
473,10000604,12-01-2086,Yellow Cab,CHICAGO IL,35.89,651.7,469.4412,4204,Card,Male,50,9145
474,10000605,03-01-2086,Yellow Cab,CHICAGO IL,35.52,760.86,430.5024,3251,Cash,Male,23,13077
475,10000606,12-01-2086,Yellow Cab,CHICAGO IL,41.04,769.78,581.1264,5642,Cash,Male,35,16965
476,10000607,08-01-2086,Yellow Cab,CHICAGO IL,24.7,532.3,305.292,4838,Card,Male,27,21734
477,10000609,04-01-2086,Yellow Cab,CHICAGO IL,18.19,398.86,224.8284,5132,Card,Male,62,4317
478,10000610,09-01-2086,Yellow Cab,CHICAGO IL,19.2,383.12,241.92,4895,Cash,Male,33,11974
479,10000611,12-01-2086,Yellow Cab,CHICAGO IL,11.2,232.43,146.496,5177,Card,Male,36,14125
480,10000612,04-01-2086,Yellow Cab,CHICAGO IL,27.55,695.09,383.496,3230,Cash,Male,19,14519
481,10000613,06-01-2086,Yellow Cab,CHICAGO IL,40.68,860.44,576.0288,4284,Cash,Male,28,18446
482,10000614,10-01-2086,Yellow Cab,CHICAGO IL,35.2,709.41,451.968,3054,Cash,Male,19,30011
483,10000615,04-01-2086,Yellow Cab,CHICAGO IL,8.55,181.19,119.016,3025,Cash,Male,29,14154
484,10000616,04-01-2086,Yellow Cab,CHICAGO IL,20.58,425.03,264.2472,3588,Card,Male,44,2908
485,10000617,04-01-2086,Yellow Cab,CHICAGO IL,27.6,629.65,347.76,5594,Card,Male,42,21768
486,10000619,10-01-2086,Yellow Cab,CHICAGO IL,26.22,512.73,314.64,3345,Card,Male,33,3310
487,10000620,07-01-2086,Yellow Cab,CHICAGO IL,9.72,197.83,123.6384,4137,Cash,Male,52,26702
488,10000621,08-01-2086,Yellow Cab,CHICAGO IL,33.48,674.74,458.0064,4379,Cash,Male,24,5895
489,10000623,08-01-2086,Yellow Cab,CHICAGO IL,5.95,122.29,74.97,5126,Cash,Male,23,11911
